PID,UNIT,BEEP,OCCASION,Happy,PA,NA
2,14,2,41,100,50,NA
2,14,3,42,100,50,NA
2,15,1,43,75,25,NA
2,15,2,44,90,40,NA
2,15,3,45,70,20,NA
2,16,1,46,28,NA,22
2,16,2,47,77,27,NA
2,16,3,48,64,14,NA
2,17,1,49,70,20,NA
2,17,2,50,71,21,NA
2,17,3,51,77,27,NA
2,18,1,52,94,44,NA
2,18,2,53,74,24,NA
2,18,3,54,100,50,NA
2,19,1,55,98,48,NA
2,19,2,56,99,49,NA
2,19,3,57,73,23,NA
2,20,1,58,93,43,NA
2,20,2,59,81,31,NA
2,20,3,60,71,21,NA
2,21,1,61,62,12,NA
2,21,2,62,37,NA,13
2,21,3,63,67,17,NA
2,22,1,64,64,14,NA
2,22,2,65,70,20,NA
2,22,3,66,73,23,NA
2,23,1,67,85,35,NA
2,23,2,68,21,NA,29
2,23,3,69,80,30,NA
2,24,1,70,NA,NA,NA
2,24,2,71,72,22,NA
2,24,3,72,67,17,NA
2,25,1,73,87,37,NA
2,25,2,74,65,15,NA
2,25,3,75,68,18,NA
2,26,1,76,67,17,NA
2,26,2,77,47,NA,3
2,26,3,78,66,16,NA
2,27,1,79,77,27,NA
2,27,2,80,NA,NA,NA
2,27,3,81,78,28,NA
2,28,1,82,79,29,NA
2,28,2,83,86,36,NA
2,28,3,84,47,NA,3
2,29,1,85,75,25,NA
2,29,2,86,66,16,NA
2,29,3,87,74,24,NA
3,1,1,1,NA,NA,NA
3,1,2,2,87,37,NA
3,1,3,3,53,3,NA
3,2,1,4,NA,NA,NA
3,2,2,5,81,31,NA
3,2,3,6,96,46,NA
3,3,1,7,100,50,NA
3,3,2,8,NA,NA,NA
3,3,3,9,97,47,NA
3,4,1,10,90,40,NA
3,4,2,11,NA,NA,NA
3,4,3,12,93,43,NA
3,5,1,13,60,10,NA
3,5,2,14,NA,NA,NA
3,5,3,15,NA,NA,NA
3,6,1,16,100,50,NA
3,6,2,17,88,38,NA
3,6,3,18,83,33,NA
3,7,1,19,NA,NA,NA
3,7,2,20,100,50,NA
3,7,3,21,92,42,NA
3,8,1,22,97,47,NA
3,8,2,23,88,38,NA
3,8,3,24,NA,NA,NA
3,9,1,25,NA,NA,NA
3,9,2,26,88,38,NA
3,9,3,27,97,47,NA
3,10,1,28,79,29,NA
3,10,2,29,NA,NA,NA
3,10,3,30,NA,NA,NA
3,11,1,31,10,NA,40
3,11,2,32,30,NA,20
3,11,3,33,9,NA,41
3,12,1,34,12,NA,38
3,12,2,35,NA,NA,NA
3,12,3,36,26,NA,24
3,13,1,37,23,NA,27
3,13,2,38,68,18,NA
3,13,3,39,39,NA,11
3,14,1,40,72,22,NA
3,14,2,41,67,17,NA
3,14,3,42,73,23,NA
3,15,1,43,60,10,NA
3,15,2,44,NA,NA,NA
3,15,3,45,NA,NA,NA
3,16,1,46,NA,NA,NA
3,16,2,47,NA,NA,NA
3,16,3,48,NA,NA,NA
3,17,1,49,NA,NA,NA
3,17,2,50,83,33,NA
3,17,3,51,NA,NA,NA
3,18,1,52,NA,NA,NA
3,18,2,53,71,21,NA
3,18,3,54,96,46,NA
3,19,1,55,NA,NA,NA
3,19,2,56,95,45,NA
3,19,3,57,86,36,NA
3,20,1,58,NA,NA,NA
3,20,2,59,85,35,NA
3,20,3,60,NA,NA,NA
3,21,1,61,NA,NA,NA
3,21,2,62,NA,NA,NA
3,21,3,63,NA,NA,NA
3,22,1,64,88,38,NA
3,22,2,65,91,41,NA
3,22,3,66,95,45,NA
3,23,1,67,89,39,NA
3,23,2,68,81,31,NA
3,23,3,69,91,41,NA
3,24,1,70,NA,NA,NA
3,24,2,71,86,36,NA
3,24,3,72,84,34,NA
3,25,1,73,NA,NA,NA
3,25,2,74,92,42,NA
3,25,3,75,86,36,NA
3,26,1,76,92,42,NA
3,26,2,77,88,38,NA
3,26,3,78,94,44,NA
3,27,1,79,88,38,NA
3,27,2,80,85,35,NA
3,27,3,81,98,48,NA
3,28,1,82,96,46,NA
3,28,2,83,95,45,NA
3,28,3,84,94,44,NA
3,29,1,85,96,46,NA
3,29,2,86,86,36,NA
3,29,3,87,94,44,NA
4,1,1,1,NA,NA,NA
4,1,2,2,82,32,NA
4,1,3,3,97,47,NA
4,2,1,4,81,31,NA
4,2,2,5,77,27,NA
4,2,3,6,81,31,NA
4,3,1,7,90,40,NA
4,3,2,8,84,34,NA
4,3,3,9,78,28,NA
4,4,1,10,76,26,NA
4,4,2,11,90,40,NA
4,4,3,12,66,16,NA
4,5,1,13,57,7,NA
4,5,2,14,70,20,NA
4,5,3,15,74,24,NA
4,6,1,16,74,24,NA
4,6,2,17,82,32,NA
4,6,3,18,84,34,NA
4,7,1,19,70,20,NA
4,7,2,20,75,25,NA
4,7,3,21,82,32,NA
4,8,1,22,74,24,NA
4,8,2,23,78,28,NA
4,8,3,24,79,29,NA
4,9,1,25,74,24,NA
4,9,2,26,80,30,NA
4,9,3,27,80,30,NA
4,10,1,28,75,25,NA
4,10,2,29,81,31,NA
4,10,3,30,80,30,NA
4,11,1,31,77,27,NA
4,11,2,32,79,29,NA
4,11,3,33,82,32,NA
4,12,1,34,79,29,NA
4,12,2,35,64,14,NA
4,12,3,36,78,28,NA
4,13,1,37,81,31,NA
4,13,2,38,76,26,NA
4,13,3,39,77,27,NA
4,14,1,40,81,31,NA
4,14,2,41,75,25,NA
4,14,3,42,81,31,NA
4,15,1,43,85,35,NA
4,15,2,44,77,27,NA
4,15,3,45,79,29,NA
4,16,1,46,71,21,NA
4,16,2,47,NA,NA,NA
4,16,3,48,79,29,NA
4,17,1,49,76,26,NA
4,17,2,50,85,35,NA
4,17,3,51,85,35,NA
4,18,1,52,85,35,NA
4,18,2,53,81,31,NA
4,18,3,54,90,40,NA
4,19,1,55,79,29,NA
4,19,2,56,NA,NA,NA
4,19,3,57,78,28,NA
4,20,1,58,75,25,NA
4,20,2,59,86,36,NA
4,20,3,60,85,35,NA
4,21,1,61,72,22,NA
4,21,2,62,72,22,NA
4,21,3,63,82,32,NA
4,22,1,64,77,27,NA
4,22,2,65,77,27,NA
4,22,3,66,49,NA,1
4,23,1,67,75,25,NA
4,23,2,68,74,24,NA
4,23,3,69,79,29,NA
4,24,1,70,63,13,NA
4,24,2,71,80,30,NA
4,24,3,72,78,28,NA
4,25,1,73,68,18,NA
4,25,2,74,72,22,NA
4,25,3,75,76,26,NA
4,26,1,76,87,37,NA
4,26,2,77,89,39,NA
4,26,3,78,NA,NA,NA
4,27,1,79,75,25,NA
4,27,2,80,79,29,NA
4,27,3,81,74,24,NA
4,28,1,82,56,6,NA
4,28,2,83,83,33,NA
4,28,3,84,38,NA,12
4,29,1,85,62,12,NA
4,29,2,86,65,15,NA
4,29,3,87,59,9,NA
5,1,1,1,92,42,NA
5,1,2,2,72,22,NA
5,1,3,3,NA,NA,NA
5,2,1,4,84,34,NA
5,2,2,5,NA,NA,NA
5,2,3,6,62,12,NA
5,3,1,7,87,37,NA
5,3,2,8,NA,NA,NA
5,3,3,9,96,46,NA
5,4,1,10,NA,NA,NA
5,4,2,11,96,46,NA
5,4,3,12,93,43,NA
5,5,1,13,92,42,NA
5,5,2,14,74,24,NA
5,5,3,15,92,42,NA
5,6,1,16,95,45,NA
5,6,2,17,NA,NA,NA
5,6,3,18,96,46,NA
5,7,1,19,90,40,NA
5,7,2,20,91,41,NA
5,7,3,21,73,23,NA
5,8,1,22,72,22,NA
5,8,2,23,86,36,NA
5,8,3,24,0,NA,50
5,9,1,25,99,49,NA
5,9,2,26,NA,NA,NA
5,9,3,27,96,46,NA
5,10,1,28,65,15,NA
5,10,2,29,64,14,NA
5,10,3,30,NA,NA,NA
5,11,1,31,NA,NA,NA
5,11,2,32,89,39,NA
5,11,3,33,NA,NA,NA
5,12,1,34,NA,NA,NA
5,12,2,35,100,50,NA
5,12,3,36,92,42,NA
5,13,1,37,86,36,NA
5,13,2,38,90,40,NA
5,13,3,39,92,42,NA
5,14,1,40,90,40,NA
5,14,2,41,66,16,NA
5,14,3,42,NA,NA,NA
5,15,1,43,NA,NA,NA
5,15,2,44,89,39,NA
5,15,3,45,89,39,NA
5,16,1,46,90,40,NA
5,16,2,47,100,50,NA
5,16,3,48,94,44,NA
5,17,1,49,93,43,NA
5,17,2,50,87,37,NA
5,17,3,51,73,23,NA
5,18,1,52,96,46,NA
5,18,2,53,94,44,NA
5,18,3,54,100,50,NA
5,19,1,55,NA,NA,NA
5,19,2,56,99,49,NA
5,19,3,57,91,41,NA
5,20,1,58,NA,NA,NA
5,20,2,59,NA,NA,NA
5,20,3,60,NA,NA,NA
5,21,1,61,NA,NA,NA
5,21,2,62,NA,NA,NA
5,21,3,63,34,NA,16
5,22,1,64,92,42,NA
5,22,2,65,92,42,NA
5,22,3,66,86,36,NA
5,23,1,67,90,40,NA
5,23,2,68,87,37,NA
5,23,3,69,NA,NA,NA
5,24,1,70,NA,NA,NA
5,24,2,71,10,NA,40
5,24,3,72,93,43,NA
5,25,1,73,98,48,NA
5,25,2,74,82,32,NA
5,25,3,75,94,44,NA
5,26,1,76,NA,NA,NA
5,26,2,77,NA,NA,NA
5,26,3,78,17,NA,33
5,27,1,79,NA,NA,NA
5,27,2,80,89,39,NA
5,27,3,81,NA,NA,NA
5,28,1,82,95,45,NA
5,28,2,83,90,40,NA
5,28,3,84,91,41,NA
5,29,1,85,99,49,NA
5,29,2,86,92,42,NA
5,29,3,87,92,42,NA
6,1,1,1,56,6,NA
6,1,2,2,56,6,NA
6,1,3,3,52,2,NA
6,2,1,4,60,10,NA
6,2,2,5,53,3,NA
6,2,3,6,69,19,NA
6,3,1,7,54,4,NA
6,3,2,8,57,7,NA
6,3,3,9,71,21,NA
6,4,1,10,54,4,NA
6,4,2,11,56,6,NA
6,4,3,12,62,12,NA
6,5,1,13,66,16,NA
6,5,2,14,62,12,NA
6,5,3,15,70,20,NA
6,6,1,16,55,5,NA
6,6,2,17,59,9,NA
6,6,3,18,62,12,NA
6,7,1,19,60,10,NA
6,7,2,20,66,16,NA
6,7,3,21,57,7,NA
6,8,1,22,63,13,NA
6,8,2,23,66,16,NA
6,8,3,24,72,22,NA
6,9,1,25,83,33,NA
6,9,2,26,73,23,NA
6,9,3,27,67,17,NA
6,10,1,28,78,28,NA
6,10,2,29,72,22,NA
6,10,3,30,78,28,NA
6,11,1,31,65,15,NA
6,11,2,32,46,NA,4
6,11,3,33,47,NA,3
6,12,1,34,60,10,NA
6,12,2,35,53,3,NA
6,12,3,36,64,14,NA
6,13,1,37,74,24,NA
6,13,2,38,62,12,NA
6,13,3,39,66,16,NA
6,14,1,40,64,14,NA
6,14,2,41,63,13,NA
6,14,3,42,62,12,NA
6,15,1,43,51,1,NA
6,15,2,44,56,6,NA
6,15,3,45,50,NA,NA
6,16,1,46,56,6,NA
6,16,2,47,66,16,NA
6,16,3,48,52,2,NA
6,17,1,49,95,45,NA
6,17,2,50,56,6,NA
6,17,3,51,47,NA,3
6,18,1,52,53,3,NA
6,18,2,53,56,6,NA
6,18,3,54,64,14,NA
6,19,1,55,60,10,NA
6,19,2,56,59,9,NA
6,19,3,57,94,44,NA
6,20,1,58,100,50,NA
6,20,2,59,72,22,NA
6,20,3,60,57,7,NA
6,21,1,61,74,24,NA
6,21,2,62,70,20,NA
6,21,3,63,59,9,NA
6,22,1,64,65,15,NA
6,22,2,65,68,18,NA
6,22,3,66,69,19,NA
6,23,1,67,67,17,NA
6,23,2,68,63,13,NA
6,23,3,69,60,10,NA
6,24,1,70,64,14,NA
6,24,2,71,73,23,NA
6,24,3,72,49,NA,1
6,25,1,73,52,2,NA
6,25,2,74,56,6,NA
6,25,3,75,47,NA,3
6,26,1,76,56,6,NA
6,26,2,77,53,3,NA
6,26,3,78,61,11,NA
6,27,1,79,NA,NA,NA
6,27,2,80,54,4,NA
6,27,3,81,51,1,NA
6,28,1,82,61,11,NA
6,28,2,83,52,2,NA
6,28,3,84,60,10,NA
6,29,1,85,63,13,NA
6,29,2,86,53,3,NA
6,29,3,87,61,11,NA
7,1,1,1,NA,NA,NA
7,1,2,2,69,19,NA
7,1,3,3,25,NA,25
7,2,1,4,77,27,NA
7,2,2,5,72,22,NA
7,2,3,6,78,28,NA
7,3,1,7,NA,NA,NA
7,3,2,8,67,17,NA
7,3,3,9,64,14,NA
7,4,1,10,43,NA,7
7,4,2,11,71,21,NA
7,4,3,12,62,12,NA
7,5,1,13,39,NA,11
7,5,2,14,NA,NA,NA
7,5,3,15,69,19,NA
7,6,1,16,75,25,NA
7,6,2,17,NA,NA,NA
7,6,3,18,76,26,NA
7,7,1,19,72,22,NA
7,7,2,20,69,19,NA
7,7,3,21,NA,NA,NA
7,8,1,22,64,14,NA
7,8,2,23,69,19,NA
7,8,3,24,72,22,NA
7,9,1,25,NA,NA,NA
7,9,2,26,71,21,NA
7,9,3,27,68,18,NA
7,10,1,28,NA,NA,NA
7,10,2,29,71,21,NA
7,10,3,30,30,NA,20
7,11,1,31,NA,NA,NA
7,11,2,32,66,16,NA
7,11,3,33,NA,NA,NA
7,12,1,34,74,24,NA
7,12,2,35,NA,NA,NA
7,12,3,36,67,17,NA
7,13,1,37,69,19,NA
7,13,2,38,72,22,NA
7,13,3,39,39,NA,11
7,14,1,40,NA,NA,NA
7,14,2,41,NA,NA,NA
7,14,3,42,NA,NA,NA
7,15,1,43,NA,NA,NA
7,15,2,44,72,22,NA
7,15,3,45,80,30,NA
7,16,1,46,74,24,NA
7,16,2,47,71,21,NA
7,16,3,48,77,27,NA
7,17,1,49,82,32,NA
7,17,2,50,77,27,NA
7,17,3,51,NA,NA,NA
7,18,1,52,NA,NA,NA
7,18,2,53,77,27,NA
7,18,3,54,79,29,NA
7,19,1,55,77,27,NA
7,19,2,56,70,20,NA
7,19,3,57,73,23,NA
7,20,1,58,NA,NA,NA
7,20,2,59,NA,NA,NA
7,20,3,60,32,NA,18
7,21,1,61,NA,NA,NA
7,21,2,62,78,28,NA
7,21,3,63,78,28,NA
7,22,1,64,NA,NA,NA
7,22,2,65,72,22,NA
7,22,3,66,71,21,NA
7,23,1,67,NA,NA,NA
7,23,2,68,73,23,NA
7,23,3,69,32,NA,18
7,24,1,70,79,29,NA
7,24,2,71,71,21,NA
7,24,3,72,84,34,NA
7,25,1,73,NA,NA,NA
7,25,2,74,73,23,NA
7,25,3,75,NA,NA,NA
7,26,1,76,NA,NA,NA
7,26,2,77,NA,NA,NA
7,26,3,78,NA,NA,NA
7,27,1,79,NA,NA,NA
7,27,2,80,NA,NA,NA
7,27,3,81,NA,NA,NA
7,28,1,82,NA,NA,NA
7,28,2,83,NA,NA,NA
7,28,3,84,NA,NA,NA
7,29,1,85,NA,NA,NA
7,29,2,86,NA,NA,NA
7,29,3,87,73,23,NA
8,1,1,1,66,16,NA
8,1,2,2,68,18,NA
8,1,3,3,36,NA,14
8,2,1,4,NA,NA,NA
8,2,2,5,33,NA,17
8,2,3,6,NA,NA,NA
8,3,1,7,69,19,NA
8,3,2,8,67,17,NA
8,3,3,9,NA,NA,NA
8,4,1,10,27,NA,23
8,4,2,11,76,26,NA
8,4,3,12,82,32,NA
8,5,1,13,NA,NA,NA
8,5,2,14,49,NA,1
8,5,3,15,69,19,NA
8,6,1,16,20,NA,30
8,6,2,17,71,21,NA
8,6,3,18,75,25,NA
8,7,1,19,75,25,NA
8,7,2,20,69,19,NA
8,7,3,21,37,NA,13
8,8,1,22,79,29,NA
8,8,2,23,80,30,NA
8,8,3,24,21,NA,29
8,9,1,25,78,28,NA
8,9,2,26,35,NA,15
8,9,3,27,21,NA,29
8,10,1,28,22,NA,28
8,10,2,29,66,16,NA
8,10,3,30,77,27,NA
8,11,1,31,84,34,NA
8,11,2,32,77,27,NA
8,11,3,33,80,30,NA
8,12,1,34,68,18,NA
8,12,2,35,79,29,NA
8,12,3,36,76,26,NA
8,13,1,37,71,21,NA
8,13,2,38,76,26,NA
8,13,3,39,69,19,NA
8,14,1,40,78,28,NA
8,14,2,41,78,28,NA
8,14,3,42,78,28,NA
8,15,1,43,78,28,NA
8,15,2,44,79,29,NA
8,15,3,45,82,32,NA
8,16,1,46,81,31,NA
8,16,2,47,86,36,NA
8,16,3,48,71,21,NA
8,17,1,49,81,31,NA
8,17,2,50,80,30,NA
8,17,3,51,75,25,NA
8,18,1,52,79,29,NA
8,18,2,53,72,22,NA
8,18,3,54,77,27,NA
8,19,1,55,75,25,NA
8,19,2,56,80,30,NA
8,19,3,57,68,18,NA
8,20,1,58,NA,NA,NA
8,20,2,59,77,27,NA
8,20,3,60,68,18,NA
8,21,1,61,82,32,NA
8,21,2,62,70,20,NA
8,21,3,63,32,NA,18
8,22,1,64,75,25,NA
8,22,2,65,27,NA,23
8,22,3,66,42,NA,8
8,23,1,67,85,35,NA
8,23,2,68,79,29,NA
8,23,3,69,71,21,NA
8,24,1,70,68,18,NA
8,24,2,71,67,17,NA
8,24,3,72,29,NA,21
8,25,1,73,75,25,NA
8,25,2,74,77,27,NA
8,25,3,75,77,27,NA
8,26,1,76,83,33,NA
8,26,2,77,84,34,NA
8,26,3,78,80,30,NA
8,27,1,79,80,30,NA
8,27,2,80,NA,NA,NA
8,27,3,81,90,40,NA
8,28,1,82,80,30,NA
8,28,2,83,56,6,NA
8,28,3,84,59,9,NA
8,29,1,85,82,32,NA
8,29,2,86,76,26,NA
8,29,3,87,79,29,NA
9,1,1,1,98,48,NA
9,1,2,2,NA,NA,NA
9,1,3,3,99,49,NA
9,2,1,4,NA,NA,NA
9,2,2,5,NA,NA,NA
9,2,3,6,NA,NA,NA
9,3,1,7,NA,NA,NA
9,3,2,8,94,44,NA
9,3,3,9,NA,NA,NA
9,4,1,10,NA,NA,NA
9,4,2,11,NA,NA,NA
9,4,3,12,NA,NA,NA
9,5,1,13,97,47,NA
9,5,2,14,NA,NA,NA
9,5,3,15,95,45,NA
9,6,1,16,NA,NA,NA
9,6,2,17,NA,NA,NA
9,6,3,18,NA,NA,NA
9,7,1,19,70,20,NA
9,7,2,20,NA,NA,NA
9,7,3,21,NA,NA,NA
9,8,1,22,NA,NA,NA
9,8,2,23,NA,NA,NA
9,8,3,24,NA,NA,NA
9,9,1,25,NA,NA,NA
9,9,2,26,NA,NA,NA
9,9,3,27,NA,NA,NA
9,10,1,28,NA,NA,NA
9,10,2,29,98,48,NA
9,10,3,30,NA,NA,NA
9,11,1,31,94,44,NA
9,11,2,32,NA,NA,NA
9,11,3,33,NA,NA,NA
9,12,1,34,NA,NA,NA
9,12,2,35,NA,NA,NA
9,12,3,36,NA,NA,NA
9,13,1,37,NA,NA,NA
9,13,2,38,NA,NA,NA
9,13,3,39,NA,NA,NA
9,14,1,40,100,50,NA
9,14,2,41,NA,NA,NA
9,14,3,42,NA,NA,NA
9,15,1,43,NA,NA,NA
9,15,2,44,NA,NA,NA
9,15,3,45,NA,NA,NA
9,16,1,46,NA,NA,NA
9,16,2,47,NA,NA,NA
9,16,3,48,NA,NA,NA
9,17,1,49,NA,NA,NA
9,17,2,50,NA,NA,NA
9,17,3,51,NA,NA,NA
9,18,1,52,NA,NA,NA
9,18,2,53,99,49,NA
9,18,3,54,NA,NA,NA
9,19,1,55,NA,NA,NA
9,19,2,56,NA,NA,NA
9,19,3,57,NA,NA,NA
9,20,1,58,98,48,NA
9,20,2,59,NA,NA,NA
9,20,3,60,NA,NA,NA
9,21,1,61,NA,NA,NA
9,21,2,62,NA,NA,NA
9,21,3,63,NA,NA,NA
9,22,1,64,NA,NA,NA
9,22,2,65,100,50,NA
9,22,3,66,NA,NA,NA
9,23,1,67,NA,NA,NA
9,23,2,68,NA,NA,NA
9,23,3,69,NA,NA,NA
9,24,1,70,NA,NA,NA
9,24,2,71,NA,NA,NA
9,24,3,72,NA,NA,NA
9,25,1,73,NA,NA,NA
9,25,2,74,NA,NA,NA
9,25,3,75,NA,NA,NA
9,26,1,76,NA,NA,NA
9,26,2,77,NA,NA,NA
9,26,3,78,NA,NA,NA
9,27,1,79,NA,NA,NA
9,27,2,80,NA,NA,NA
9,27,3,81,NA,NA,NA
9,28,1,82,NA,NA,NA
9,28,2,83,NA,NA,NA
9,28,3,84,NA,NA,NA
9,29,1,85,NA,NA,NA
9,29,2,86,NA,NA,NA
9,29,3,87,99,49,NA
10,1,1,1,45,NA,5
10,1,2,2,49,NA,1
10,1,3,3,48,NA,2
10,2,1,4,45,NA,5
10,2,2,5,53,3,NA
10,2,3,6,52,2,NA
10,3,1,7,48,NA,2
10,3,2,8,52,2,NA
10,3,3,9,46,NA,4
10,4,1,10,52,2,NA
10,4,2,11,51,1,NA
10,4,3,12,47,NA,3
10,5,1,13,48,NA,2
10,5,2,14,64,14,NA
10,5,3,15,51,1,NA
10,6,1,16,51,1,NA
10,6,2,17,83,33,NA
10,6,3,18,68,18,NA
10,7,1,19,49,NA,1
10,7,2,20,42,NA,8
10,7,3,21,62,12,NA
10,8,1,22,54,4,NA
10,8,2,23,49,NA,1
10,8,3,24,70,20,NA
10,9,1,25,50,NA,NA
10,9,2,26,52,2,NA
10,9,3,27,51,1,NA
10,10,1,28,55,5,NA
10,10,2,29,52,2,NA
10,10,3,30,52,2,NA
10,11,1,31,53,3,NA
10,11,2,32,51,1,NA
10,11,3,33,46,NA,4
10,12,1,34,54,4,NA
10,12,2,35,53,3,NA
10,12,3,36,49,NA,1
10,13,1,37,56,6,NA
10,13,2,38,55,5,NA
10,13,3,39,49,NA,1
10,14,1,40,54,4,NA
10,14,2,41,48,NA,2
10,14,3,42,57,7,NA
10,15,1,43,55,5,NA
10,15,2,44,48,NA,2
10,15,3,45,74,24,NA
10,16,1,46,75,25,NA
10,16,2,47,51,1,NA
10,16,3,48,53,3,NA
10,17,1,49,57,7,NA
10,17,2,50,49,NA,1
10,17,3,51,51,1,NA
10,18,1,52,48,NA,2
10,18,2,53,56,6,NA
10,18,3,54,52,2,NA
10,19,1,55,47,NA,3
10,19,2,56,51,1,NA
10,19,3,57,51,1,NA
10,20,1,58,71,21,NA
10,20,2,59,53,3,NA
10,20,3,60,60,10,NA
10,21,1,61,49,NA,1
10,21,2,62,48,NA,2
10,21,3,63,59,9,NA
10,22,1,64,50,NA,NA
10,22,2,65,48,NA,2
10,22,3,66,69,19,NA
10,23,1,67,48,NA,2
10,23,2,68,44,NA,6
10,23,3,69,51,1,NA
10,24,1,70,53,3,NA
10,24,2,71,53,3,NA
10,24,3,72,54,4,NA
10,25,1,73,52,2,NA
10,25,2,74,51,1,NA
10,25,3,75,50,NA,NA
10,26,1,76,47,NA,3
10,26,2,77,74,24,NA
10,26,3,78,55,5,NA
10,27,1,79,38,NA,12
10,27,2,80,54,4,NA
10,27,3,81,52,2,NA
10,28,1,82,53,3,NA
10,28,2,83,51,1,NA
10,28,3,84,54,4,NA
10,29,1,85,59,9,NA
10,29,2,86,52,2,NA
10,29,3,87,57,7,NA
11,1,1,1,NA,NA,NA
11,1,2,2,72,22,NA
11,1,3,3,57,7,NA
11,2,1,4,74,24,NA
11,2,2,5,18,NA,32
11,2,3,6,32,NA,18
11,3,1,7,37,NA,13
11,3,2,8,78,28,NA
11,3,3,9,69,19,NA
11,4,1,10,75,25,NA
11,4,2,11,37,NA,13
11,4,3,12,83,33,NA
11,5,1,13,NA,NA,NA
11,5,2,14,NA,NA,NA
11,5,3,15,70,20,NA
11,6,1,16,82,32,NA
11,6,2,17,83,33,NA
11,6,3,18,77,27,NA
11,7,1,19,79,29,NA
11,7,2,20,NA,NA,NA
11,7,3,21,NA,NA,NA
11,8,1,22,79,29,NA
11,8,2,23,34,NA,16
11,8,3,24,NA,NA,NA
11,9,1,25,NA,NA,NA
11,9,2,26,NA,NA,NA
11,9,3,27,80,30,NA
11,10,1,28,67,17,NA
11,10,2,29,NA,NA,NA
11,10,3,30,73,23,NA
11,11,1,31,73,23,NA
11,11,2,32,70,20,NA
11,11,3,33,77,27,NA
