PID,UNIT,BEEP,OCCASION,Happy,PA,NA
46,23,2,68,NA,NA,NA
46,23,3,69,NA,NA,NA
46,24,1,70,NA,NA,NA
46,24,2,71,NA,NA,NA
46,24,3,72,NA,NA,NA
46,25,1,73,NA,NA,NA
46,25,2,74,NA,NA,NA
46,25,3,75,NA,NA,NA
46,26,1,76,NA,NA,NA
46,26,2,77,NA,NA,NA
46,26,3,78,NA,NA,NA
46,27,1,79,NA,NA,NA
46,27,2,80,NA,NA,NA
46,27,3,81,NA,NA,NA
46,28,1,82,NA,NA,NA
46,28,2,83,NA,NA,NA
46,28,3,84,69,19,NA
46,29,1,85,69,19,NA
46,29,2,86,74,24,NA
46,29,3,87,NA,NA,NA
47,1,1,1,64,14,NA
47,1,2,2,26,NA,24
47,1,3,3,56,6,NA
47,2,1,4,48,NA,2
47,2,2,5,41,NA,9
47,2,3,6,11,NA,39
47,3,1,7,11,NA,39
47,3,2,8,46,NA,4
47,3,3,9,67,17,NA
47,4,1,10,62,12,NA
47,4,2,11,66,16,NA
47,4,3,12,66,16,NA
47,5,1,13,NA,NA,NA
47,5,2,14,34,NA,16
47,5,3,15,46,NA,4
47,6,1,16,32,NA,18
47,6,2,17,51,1,NA
47,6,3,18,40,NA,10
47,7,1,19,38,NA,12
47,7,2,20,64,14,NA
47,7,3,21,20,NA,30
47,8,1,22,47,NA,3
47,8,2,23,0,NA,50
47,8,3,24,23,NA,27
47,9,1,25,44,NA,6
47,9,2,26,70,20,NA
47,9,3,27,55,5,NA
47,10,1,28,56,6,NA
47,10,2,29,NA,NA,NA
47,10,3,30,48,NA,2
47,11,1,31,NA,NA,NA
47,11,2,32,NA,NA,NA
47,11,3,33,NA,NA,NA
47,12,1,34,42,NA,8
47,12,2,35,40,NA,10
47,12,3,36,48,NA,2
47,13,1,37,NA,NA,NA
47,13,2,38,NA,NA,NA
47,13,3,39,NA,NA,NA
47,14,1,40,NA,NA,NA
47,14,2,41,60,10,NA
47,14,3,42,38,NA,12
47,15,1,43,55,5,NA
47,15,2,44,23,NA,27
47,15,3,45,40,NA,10
47,16,1,46,38,NA,12
47,16,2,47,38,NA,12
47,16,3,48,59,9,NA
47,17,1,49,34,NA,16
47,17,2,50,24,NA,26
47,17,3,51,30,NA,20
47,18,1,52,54,4,NA
47,18,2,53,41,NA,9
47,18,3,54,48,NA,2
47,19,1,55,54,4,NA
47,19,2,56,46,NA,4
47,19,3,57,28,NA,22
47,20,1,58,39,NA,11
47,20,2,59,42,NA,8
47,20,3,60,53,3,NA
47,21,1,61,56,6,NA
47,21,2,62,44,NA,6
47,21,3,63,48,NA,2
47,22,1,64,51,1,NA
47,22,2,65,41,NA,9
47,22,3,66,44,NA,6
47,23,1,67,56,6,NA
47,23,2,68,46,NA,4
47,23,3,69,48,NA,2
47,24,1,70,47,NA,3
47,24,2,71,46,NA,4
47,24,3,72,45,NA,5
47,25,1,73,48,NA,2
47,25,2,74,NA,NA,NA
47,25,3,75,54,4,NA
47,26,1,76,43,NA,7
47,26,2,77,37,NA,13
47,26,3,78,35,NA,15
47,27,1,79,46,NA,4
47,27,2,80,48,NA,2
47,27,3,81,40,NA,10
47,28,1,82,53,3,NA
47,28,2,83,48,NA,2
47,28,3,84,56,6,NA
47,29,1,85,50,NA,NA
47,29,2,86,45,NA,5
47,29,3,87,36,NA,14
48,1,1,1,59,9,NA
48,1,2,2,67,17,NA
48,1,3,3,62,12,NA
48,2,1,4,72,22,NA
48,2,2,5,NA,NA,NA
48,2,3,6,73,23,NA
48,3,1,7,66,16,NA
48,3,2,8,68,18,NA
48,3,3,9,NA,NA,NA
48,4,1,10,NA,NA,NA
48,4,2,11,NA,NA,NA
48,4,3,12,NA,NA,NA
48,5,1,13,NA,NA,NA
48,5,2,14,NA,NA,NA
48,5,3,15,NA,NA,NA
48,6,1,16,NA,NA,NA
48,6,2,17,NA,NA,NA
48,6,3,18,NA,NA,NA
48,7,1,19,NA,NA,NA
48,7,2,20,NA,NA,NA
48,7,3,21,NA,NA,NA
48,8,1,22,NA,NA,NA
48,8,2,23,NA,NA,NA
48,8,3,24,NA,NA,NA
48,9,1,25,NA,NA,NA
48,9,2,26,NA,NA,NA
48,9,3,27,NA,NA,NA
48,10,1,28,NA,NA,NA
48,10,2,29,NA,NA,NA
48,10,3,30,NA,NA,NA
48,11,1,31,NA,NA,NA
48,11,2,32,NA,NA,NA
48,11,3,33,NA,NA,NA
48,12,1,34,NA,NA,NA
48,12,2,35,NA,NA,NA
48,12,3,36,NA,NA,NA
48,13,1,37,NA,NA,NA
48,13,2,38,NA,NA,NA
48,13,3,39,NA,NA,NA
48,14,1,40,NA,NA,NA
48,14,2,41,NA,NA,NA
48,14,3,42,NA,NA,NA
48,15,1,43,NA,NA,NA
48,15,2,44,NA,NA,NA
48,15,3,45,NA,NA,NA
48,16,1,46,NA,NA,NA
48,16,2,47,NA,NA,NA
48,16,3,48,NA,NA,NA
48,17,1,49,NA,NA,NA
48,17,2,50,NA,NA,NA
48,17,3,51,NA,NA,NA
48,18,1,52,NA,NA,NA
48,18,2,53,NA,NA,NA
48,18,3,54,NA,NA,NA
48,19,1,55,NA,NA,NA
48,19,2,56,NA,NA,NA
48,19,3,57,NA,NA,NA
48,20,1,58,NA,NA,NA
48,20,2,59,NA,NA,NA
48,20,3,60,NA,NA,NA
48,21,1,61,NA,NA,NA
48,21,2,62,NA,NA,NA
48,21,3,63,NA,NA,NA
48,22,1,64,NA,NA,NA
48,22,2,65,NA,NA,NA
48,22,3,66,NA,NA,NA
48,23,1,67,NA,NA,NA
48,23,2,68,NA,NA,NA
48,23,3,69,NA,NA,NA
48,24,1,70,NA,NA,NA
48,24,2,71,NA,NA,NA
48,24,3,72,NA,NA,NA
48,25,1,73,NA,NA,NA
48,25,2,74,NA,NA,NA
48,25,3,75,NA,NA,NA
48,26,1,76,NA,NA,NA
48,26,2,77,NA,NA,NA
48,26,3,78,NA,NA,NA
48,27,1,79,NA,NA,NA
48,27,2,80,NA,NA,NA
48,27,3,81,NA,NA,NA
48,28,1,82,NA,NA,NA
48,28,2,83,NA,NA,NA
48,28,3,84,NA,NA,NA
48,29,1,85,NA,NA,NA
48,29,2,86,NA,NA,NA
48,29,3,87,NA,NA,NA
49,1,1,1,0,NA,50
49,1,2,2,38,NA,12
49,1,3,3,NA,NA,NA
49,2,1,4,22,NA,28
49,2,2,5,15,NA,35
49,2,3,6,26,NA,24
49,3,1,7,62,12,NA
49,3,2,8,66,16,NA
49,3,3,9,64,14,NA
49,4,1,10,85,35,NA
49,4,2,11,50,NA,NA
49,4,3,12,NA,NA,NA
49,5,1,13,71,21,NA
49,5,2,14,NA,NA,NA
49,5,3,15,63,13,NA
49,6,1,16,84,34,NA
49,6,2,17,59,9,NA
49,6,3,18,NA,NA,NA
49,7,1,19,NA,NA,NA
49,7,2,20,77,27,NA
49,7,3,21,69,19,NA
49,8,1,22,100,50,NA
49,8,2,23,NA,NA,NA
49,8,3,24,73,23,NA
49,9,1,25,83,33,NA
49,9,2,26,NA,NA,NA
49,9,3,27,78,28,NA
49,10,1,28,67,17,NA
49,10,2,29,35,NA,15
49,10,3,30,40,NA,10
49,11,1,31,81,31,NA
49,11,2,32,NA,NA,NA
49,11,3,33,NA,NA,NA
49,12,1,34,100,50,NA
49,12,2,35,64,14,NA
49,12,3,36,NA,NA,NA
49,13,1,37,83,33,NA
49,13,2,38,76,26,NA
49,13,3,39,NA,NA,NA
49,14,1,40,32,NA,18
49,14,2,41,NA,NA,NA
49,14,3,42,65,15,NA
49,15,1,43,24,NA,26
49,15,2,44,24,NA,26
49,15,3,45,NA,NA,NA
49,16,1,46,37,NA,13
49,16,2,47,77,27,NA
49,16,3,48,63,13,NA
49,17,1,49,34,NA,16
49,17,2,50,65,15,NA
49,17,3,51,NA,NA,NA
49,18,1,52,23,NA,27
49,18,2,53,NA,NA,NA
49,18,3,54,86,36,NA
49,19,1,55,NA,NA,NA
49,19,2,56,NA,NA,NA
49,19,3,57,NA,NA,NA
49,20,1,58,81,31,NA
49,20,2,59,NA,NA,NA
49,20,3,60,NA,NA,NA
49,21,1,61,0,NA,50
49,21,2,62,61,11,NA
49,21,3,63,60,10,NA
49,22,1,64,27,NA,23
49,22,2,65,NA,NA,NA
49,22,3,66,NA,NA,NA
49,23,1,67,91,41,NA
49,23,2,68,80,30,NA
49,23,3,69,60,10,NA
49,24,1,70,79,29,NA
49,24,2,71,36,NA,14
49,24,3,72,55,5,NA
49,25,1,73,36,NA,14
49,25,2,74,79,29,NA
49,25,3,75,83,33,NA
49,26,1,76,80,30,NA
49,26,2,77,NA,NA,NA
49,26,3,78,NA,NA,NA
49,27,1,79,92,42,NA
49,27,2,80,60,10,NA
49,27,3,81,75,25,NA
49,28,1,82,78,28,NA
49,28,2,83,78,28,NA
49,28,3,84,68,18,NA
49,29,1,85,79,29,NA
49,29,2,86,62,12,NA
49,29,3,87,72,22,NA
50,1,1,1,NA,NA,NA
50,1,2,2,54,4,NA
50,1,3,3,55,5,NA
50,2,1,4,60,10,NA
50,2,2,5,57,7,NA
50,2,3,6,48,NA,2
50,3,1,7,NA,NA,NA
50,3,2,8,56,6,NA
50,3,3,9,NA,NA,NA
50,4,1,10,53,3,NA
50,4,2,11,NA,NA,NA
50,4,3,12,55,5,NA
50,5,1,13,NA,NA,NA
50,5,2,14,NA,NA,NA
50,5,3,15,NA,NA,NA
50,6,1,16,NA,NA,NA
50,6,2,17,56,6,NA
50,6,3,18,NA,NA,NA
50,7,1,19,55,5,NA
50,7,2,20,54,4,NA
50,7,3,21,NA,NA,NA
50,8,1,22,NA,NA,NA
50,8,2,23,NA,NA,NA
50,8,3,24,NA,NA,NA
50,9,1,25,NA,NA,NA
50,9,2,26,NA,NA,NA
50,9,3,27,NA,NA,NA
50,10,1,28,49,NA,1
50,10,2,29,NA,NA,NA
50,10,3,30,59,9,NA
50,11,1,31,85,35,NA
50,11,2,32,NA,NA,NA
50,11,3,33,NA,NA,NA
50,12,1,34,99,49,NA
50,12,2,35,NA,NA,NA
50,12,3,36,NA,NA,NA
50,13,1,37,56,6,NA
50,13,2,38,NA,NA,NA
50,13,3,39,NA,NA,NA
50,14,1,40,71,21,NA
50,14,2,41,NA,NA,NA
50,14,3,42,NA,NA,NA
50,15,1,43,62,12,NA
50,15,2,44,NA,NA,NA
50,15,3,45,44,NA,6
50,16,1,46,63,13,NA
50,16,2,47,56,6,NA
50,16,3,48,51,1,NA
50,17,1,49,NA,NA,NA
50,17,2,50,NA,NA,NA
50,17,3,51,NA,NA,NA
50,18,1,52,NA,NA,NA
50,18,2,53,NA,NA,NA
50,18,3,54,NA,NA,NA
50,19,1,55,57,7,NA
50,19,2,56,56,6,NA
50,19,3,57,54,4,NA
50,20,1,58,65,15,NA
50,20,2,59,56,6,NA
50,20,3,60,55,5,NA
50,21,1,61,62,12,NA
50,21,2,62,NA,NA,NA
50,21,3,63,NA,NA,NA
50,22,1,64,60,10,NA
50,22,2,65,NA,NA,NA
50,22,3,66,NA,NA,NA
50,23,1,67,69,19,NA
50,23,2,68,NA,NA,NA
50,23,3,69,NA,NA,NA
50,24,1,70,NA,NA,NA
50,24,2,71,NA,NA,NA
50,24,3,72,69,19,NA
50,25,1,73,NA,NA,NA
50,25,2,74,NA,NA,NA
50,25,3,75,NA,NA,NA
50,26,1,76,NA,NA,NA
50,26,2,77,NA,NA,NA
50,26,3,78,54,4,NA
50,27,1,79,NA,NA,NA
50,27,2,80,NA,NA,NA
50,27,3,81,54,4,NA
50,28,1,82,NA,NA,NA
50,28,2,83,NA,NA,NA
50,28,3,84,60,10,NA
50,29,1,85,NA,NA,NA
50,29,2,86,59,9,NA
50,29,3,87,NA,NA,NA
51,1,1,1,NA,NA,NA
51,1,2,2,NA,NA,NA
51,1,3,3,NA,NA,NA
51,2,1,4,67,17,NA
51,2,2,5,NA,NA,NA
51,2,3,6,NA,NA,NA
51,3,1,7,74,24,NA
51,3,2,8,NA,NA,NA
51,3,3,9,NA,NA,NA
51,4,1,10,NA,NA,NA
51,4,2,11,57,7,NA
51,4,3,12,54,4,NA
51,5,1,13,68,18,NA
51,5,2,14,NA,NA,NA
51,5,3,15,NA,NA,NA
51,6,1,16,NA,NA,NA
51,6,2,17,NA,NA,NA
51,6,3,18,NA,NA,NA
51,7,1,19,NA,NA,NA
51,7,2,20,NA,NA,NA
51,7,3,21,NA,NA,NA
51,8,1,22,NA,NA,NA
51,8,2,23,NA,NA,NA
51,8,3,24,NA,NA,NA
51,9,1,25,NA,NA,NA
51,9,2,26,NA,NA,NA
51,9,3,27,67,17,NA
51,10,1,28,57,7,NA
51,10,2,29,NA,NA,NA
51,10,3,30,64,14,NA
51,11,1,31,56,6,NA
51,11,2,32,61,11,NA
51,11,3,33,NA,NA,NA
51,12,1,34,NA,NA,NA
51,12,2,35,74,24,NA
51,12,3,36,64,14,NA
51,13,1,37,NA,NA,NA
51,13,2,38,NA,NA,NA
51,13,3,39,NA,NA,NA
51,14,1,40,62,12,NA
51,14,2,41,70,20,NA
51,14,3,42,NA,NA,NA
51,15,1,43,59,9,NA
51,15,2,44,61,11,NA
51,15,3,45,60,10,NA
51,16,1,46,62,12,NA
51,16,2,47,NA,NA,NA
51,16,3,48,NA,NA,NA
51,17,1,49,NA,NA,NA
51,17,2,50,NA,NA,NA
51,17,3,51,NA,NA,NA
51,18,1,52,NA,NA,NA
51,18,2,53,NA,NA,NA
51,18,3,54,NA,NA,NA
51,19,1,55,NA,NA,NA
51,19,2,56,NA,NA,NA
51,19,3,57,NA,NA,NA
51,20,1,58,NA,NA,NA
51,20,2,59,NA,NA,NA
51,20,3,60,59,9,NA
51,21,1,61,65,15,NA
51,21,2,62,60,10,NA
51,21,3,63,61,11,NA
51,22,1,64,67,17,NA
51,22,2,65,70,20,NA
51,22,3,66,57,7,NA
51,23,1,67,67,17,NA
51,23,2,68,56,6,NA
51,23,3,69,64,14,NA
51,24,1,70,NA,NA,NA
51,24,2,71,NA,NA,NA
51,24,3,72,54,4,NA
51,25,1,73,60,10,NA
51,25,2,74,NA,NA,NA
51,25,3,75,53,3,NA
51,26,1,76,64,14,NA
51,26,2,77,73,23,NA
51,26,3,78,52,2,NA
51,27,1,79,NA,NA,NA
51,27,2,80,57,7,NA
51,27,3,81,59,9,NA
51,28,1,82,68,18,NA
51,28,2,83,77,27,NA
51,28,3,84,56,6,NA
51,29,1,85,51,1,NA
51,29,2,86,62,12,NA
51,29,3,87,55,5,NA
52,1,1,1,98,48,NA
52,1,2,2,74,24,NA
52,1,3,3,97,47,NA
52,2,1,4,62,12,NA
52,2,2,5,65,15,NA
52,2,3,6,63,13,NA
52,3,1,7,70,20,NA
52,3,2,8,77,27,NA
52,3,3,9,68,18,NA
52,4,1,10,64,14,NA
52,4,2,11,62,12,NA
52,4,3,12,54,4,NA
52,5,1,13,65,15,NA
52,5,2,14,71,21,NA
52,5,3,15,66,16,NA
52,6,1,16,78,28,NA
52,6,2,17,68,18,NA
52,6,3,18,72,22,NA
52,7,1,19,79,29,NA
52,7,2,20,38,NA,12
52,7,3,21,62,12,NA
52,8,1,22,71,21,NA
52,8,2,23,73,23,NA
52,8,3,24,56,6,NA
52,9,1,25,64,14,NA
52,9,2,26,74,24,NA
52,9,3,27,56,6,NA
52,10,1,28,70,20,NA
52,10,2,29,74,24,NA
52,10,3,30,76,26,NA
52,11,1,31,71,21,NA
52,11,2,32,72,22,NA
52,11,3,33,65,15,NA
52,12,1,34,72,22,NA
52,12,2,35,63,13,NA
52,12,3,36,61,11,NA
52,13,1,37,74,24,NA
52,13,2,38,61,11,NA
52,13,3,39,65,15,NA
52,14,1,40,73,23,NA
52,14,2,41,71,21,NA
52,14,3,42,59,9,NA
52,15,1,43,70,20,NA
52,15,2,44,23,NA,27
52,15,3,45,NA,NA,NA
52,16,1,46,62,12,NA
52,16,2,47,61,11,NA
52,16,3,48,61,11,NA
52,17,1,49,72,22,NA
52,17,2,50,69,19,NA
52,17,3,51,62,12,NA
52,18,1,52,74,24,NA
52,18,2,53,65,15,NA
52,18,3,54,21,NA,29
52,19,1,55,44,NA,6
52,19,2,56,61,11,NA
52,19,3,57,63,13,NA
52,20,1,58,59,9,NA
52,20,2,59,75,25,NA
52,20,3,60,63,13,NA
52,21,1,61,56,6,NA
52,21,2,62,74,24,NA
52,21,3,63,63,13,NA
52,22,1,64,62,12,NA
52,22,2,65,60,10,NA
52,22,3,66,61,11,NA
52,23,1,67,75,25,NA
52,23,2,68,64,14,NA
52,23,3,69,67,17,NA
52,24,1,70,70,20,NA
52,24,2,71,65,15,NA
52,24,3,72,68,18,NA
52,25,1,73,78,28,NA
52,25,2,74,69,19,NA
52,25,3,75,76,26,NA
52,26,1,76,68,18,NA
52,26,2,77,72,22,NA
52,26,3,78,67,17,NA
52,27,1,79,71,21,NA
52,27,2,80,71,21,NA
52,27,3,81,66,16,NA
52,28,1,82,69,19,NA
52,28,2,83,72,22,NA
52,28,3,84,68,18,NA
52,29,1,85,71,21,NA
52,29,2,86,66,16,NA
52,29,3,87,59,9,NA
53,1,1,1,79,29,NA
53,1,2,2,79,29,NA
53,1,3,3,22,NA,28
53,2,1,4,79,29,NA
53,2,2,5,75,25,NA
53,2,3,6,83,33,NA
53,3,1,7,NA,NA,NA
53,3,2,8,88,38,NA
53,3,3,9,NA,NA,NA
53,4,1,10,80,30,NA
53,4,2,11,NA,NA,NA
53,4,3,12,75,25,NA
53,5,1,13,79,29,NA
53,5,2,14,79,29,NA
53,5,3,15,82,32,NA
53,6,1,16,80,30,NA
53,6,2,17,89,39,NA
53,6,3,18,84,34,NA
53,7,1,19,87,37,NA
53,7,2,20,75,25,NA
53,7,3,21,86,36,NA
53,8,1,22,87,37,NA
53,8,2,23,85,35,NA
53,8,3,24,88,38,NA
53,9,1,25,90,40,NA
53,9,2,26,78,28,NA
53,9,3,27,94,44,NA
53,10,1,28,84,34,NA
53,10,2,29,89,39,NA
53,10,3,30,87,37,NA
53,11,1,31,86,36,NA
53,11,2,32,79,29,NA
53,11,3,33,88,38,NA
53,12,1,34,84,34,NA
53,12,2,35,87,37,NA
53,12,3,36,94,44,NA
53,13,1,37,87,37,NA
53,13,2,38,68,18,NA
53,13,3,39,81,31,NA
53,14,1,40,79,29,NA
53,14,2,41,82,32,NA
53,14,3,42,12,NA,38
53,15,1,43,91,41,NA
53,15,2,44,98,48,NA
53,15,3,45,NA,NA,NA
53,16,1,46,81,31,NA
53,16,2,47,80,30,NA
53,16,3,48,87,37,NA
53,17,1,49,72,22,NA
53,17,2,50,79,29,NA
53,17,3,51,74,24,NA
53,18,1,52,70,20,NA
53,18,2,53,87,37,NA
53,18,3,54,78,28,NA
53,19,1,55,10,NA,40
53,19,2,56,74,24,NA
53,19,3,57,0,NA,50
53,20,1,58,100,50,NA
53,20,2,59,100,50,NA
53,20,3,60,NA,NA,NA
53,21,1,61,NA,NA,NA
53,21,2,62,68,18,NA
53,21,3,63,87,37,NA
53,22,1,64,76,26,NA
53,22,2,65,79,29,NA
53,22,3,66,70,20,NA
53,23,1,67,96,46,NA
53,23,2,68,87,37,NA
53,23,3,69,75,25,NA
53,24,1,70,77,27,NA
53,24,2,71,84,34,NA
53,24,3,72,69,19,NA
53,25,1,73,90,40,NA
53,25,2,74,80,30,NA
53,25,3,75,100,50,NA
53,26,1,76,79,29,NA
53,26,2,77,82,32,NA
53,26,3,78,93,43,NA
53,27,1,79,92,42,NA
53,27,2,80,81,31,NA
53,27,3,81,85,35,NA
53,28,1,82,86,36,NA
53,28,2,83,100,50,NA
53,28,3,84,91,41,NA
53,29,1,85,84,34,NA
53,29,2,86,88,38,NA
53,29,3,87,90,40,NA
54,1,1,1,NA,NA,NA
54,1,2,2,54,4,NA
54,1,3,3,64,14,NA
54,2,1,4,61,11,NA
54,2,2,5,NA,NA,NA
54,2,3,6,62,12,NA
54,3,1,7,61,11,NA
54,3,2,8,44,NA,6
54,3,3,9,53,3,NA
54,4,1,10,74,24,NA
54,4,2,11,47,NA,3
54,4,3,12,51,1,NA
54,5,1,13,67,17,NA
54,5,2,14,67,17,NA
54,5,3,15,NA,NA,NA
54,6,1,16,88,38,NA
54,6,2,17,NA,NA,NA
54,6,3,18,100,50,NA
54,7,1,19,NA,NA,NA
54,7,2,20,73,23,NA
54,7,3,21,NA,NA,NA
54,8,1,22,91,41,NA
54,8,2,23,NA,NA,NA
54,8,3,24,53,3,NA
54,9,1,25,22,NA,28
54,9,2,26,67,17,NA
54,9,3,27,27,NA,23
54,10,1,28,77,27,NA
54,10,2,29,72,22,NA
54,10,3,30,NA,NA,NA
54,11,1,31,41,NA,9
54,11,2,32,68,18,NA
54,11,3,33,44,NA,6
54,12,1,34,71,21,NA
54,12,2,35,71,21,NA
54,12,3,36,88,38,NA
54,13,1,37,NA,NA,NA
54,13,2,38,71,21,NA
54,13,3,39,72,22,NA
54,14,1,40,69,19,NA
54,14,2,41,NA,NA,NA
54,14,3,42,75,25,NA
54,15,1,43,NA,NA,NA
54,15,2,44,77,27,NA
54,15,3,45,NA,NA,NA
54,16,1,46,NA,NA,NA
54,16,2,47,NA,NA,NA
54,16,3,48,NA,NA,NA
54,17,1,49,NA,NA,NA
54,17,2,50,NA,NA,NA
54,17,3,51,NA,NA,NA
54,18,1,52,NA,NA,NA
54,18,2,53,NA,NA,NA
54,18,3,54,NA,NA,NA
54,19,1,55,NA,NA,NA
54,19,2,56,NA,NA,NA
54,19,3,57,NA,NA,NA
54,20,1,58,NA,NA,NA
54,20,2,59,76,26,NA
54,20,3,60,76,26,NA
54,21,1,61,74,24,NA
54,21,2,62,76,26,NA
54,21,3,63,81,31,NA
54,22,1,64,75,25,NA
54,22,2,65,85,35,NA
54,22,3,66,85,35,NA
54,23,1,67,75,25,NA
54,23,2,68,73,23,NA
54,23,3,69,86,36,NA
54,24,1,70,99,49,NA
54,24,2,71,93,43,NA
54,24,3,72,NA,NA,NA
54,25,1,73,NA,NA,NA
54,25,2,74,82,32,NA
54,25,3,75,NA,NA,NA
54,26,1,76,69,19,NA
54,26,2,77,NA,NA,NA
54,26,3,78,100,50,NA
54,27,1,79,91,41,NA
54,27,2,80,100,50,NA
54,27,3,81,48,NA,2
54,28,1,82,83,33,NA
54,28,2,83,83,33,NA
54,28,3,84,24,NA,26
54,29,1,85,85,35,NA
54,29,2,86,76,26,NA
54,29,3,87,76,26,NA
55,1,1,1,84,34,NA
55,1,2,2,81,31,NA
55,1,3,3,83,33,NA
55,2,1,4,88,38,NA
55,2,2,5,86,36,NA
55,2,3,6,NA,NA,NA
55,3,1,7,87,37,NA
55,3,2,8,87,37,NA
55,3,3,9,94,44,NA
55,4,1,10,91,41,NA
55,4,2,11,85,35,NA
55,4,3,12,NA,NA,NA
55,5,1,13,83,33,NA
55,5,2,14,90,40,NA
55,5,3,15,87,37,NA
55,6,1,16,77,27,NA
55,6,2,17,NA,NA,NA
55,6,3,18,88,38,NA
55,7,1,19,NA,NA,NA
55,7,2,20,NA,NA,NA
55,7,3,21,85,35,NA
55,8,1,22,83,33,NA
55,8,2,23,91,41,NA
55,8,3,24,90,40,NA
55,9,1,25,82,32,NA
55,9,2,26,86,36,NA
55,9,3,27,85,35,NA
55,10,1,28,83,33,NA
55,10,2,29,89,39,NA
55,10,3,30,87,37,NA
55,11,1,31,80,30,NA
55,11,2,32,81,31,NA
55,11,3,33,NA,NA,NA
55,12,1,34,84,34,NA
55,12,2,35,NA,NA,NA
55,12,3,36,88,38,NA
55,13,1,37,85,35,NA
55,13,2,38,82,32,NA
55,13,3,39,84,34,NA
55,14,1,40,84,34,NA
55,14,2,41,88,38,NA
55,14,3,42,82,32,NA
55,15,1,43,82,32,NA
55,15,2,44,88,38,NA
55,15,3,45,84,34,NA
55,16,1,46,85,35,NA
55,16,2,47,27,NA,23
55,16,3,48,91,41,NA
55,17,1,49,83,33,NA
55,17,2,50,88,38,NA
55,17,3,51,74,24,NA
55,18,1,52,84,34,NA
55,18,2,53,88,38,NA
55,18,3,54,85,35,NA
55,19,1,55,84,34,NA
55,19,2,56,86,36,NA
55,19,3,57,80,30,NA
55,20,1,58,88,38,NA
55,20,2,59,85,35,NA
55,20,3,60,78,28,NA
55,21,1,61,86,36,NA
55,21,2,62,84,34,NA
55,21,3,63,69,19,NA
55,22,1,64,83,33,NA
55,22,2,65,83,33,NA
55,22,3,66,80,30,NA
55,23,1,67,NA,NA,NA
55,23,2,68,36,NA,14
55,23,3,69,80,30,NA
55,24,1,70,93,43,NA
55,24,2,71,88,38,NA
55,24,3,72,85,35,NA
55,25,1,73,81,31,NA
55,25,2,74,83,33,NA
55,25,3,75,82,32,NA
55,26,1,76,86,36,NA
55,26,2,77,82,32,NA
55,26,3,78,86,36,NA
55,27,1,79,88,38,NA
55,27,2,80,88,38,NA
55,27,3,81,NA,NA,NA
55,28,1,82,82,32,NA
55,28,2,83,90,40,NA
55,28,3,84,82,32,NA
55,29,1,85,84,34,NA
55,29,2,86,88,38,NA
55,29,3,87,NA,NA,NA
56,1,1,1,NA,NA,NA
56,1,2,2,100,50,NA
56,1,3,3,100,50,NA
56,2,1,4,94,44,NA
56,2,2,5,100,50,NA
56,2,3,6,100,50,NA
56,3,1,7,NA,NA,NA
56,3,2,8,60,10,NA
56,3,3,9,NA,NA,NA
56,4,1,10,NA,NA,NA
56,4,2,11,NA,NA,NA
56,4,3,12,NA,NA,NA
56,5,1,13,NA,NA,NA
56,5,2,14,NA,NA,NA
56,5,3,15,53,3,NA
56,6,1,16,NA,NA,NA
56,6,2,17,100,50,NA
56,6,3,18,NA,NA,NA
56,7,1,19,NA,NA,NA
56,7,2,20,NA,NA,NA
56,7,3,21,NA,NA,NA
56,8,1,22,60,10,NA
56,8,2,23,NA,NA,NA
56,8,3,24,NA,NA,NA
56,9,1,25,NA,NA,NA
56,9,2,26,NA,NA,NA
56,9,3,27,NA,NA,NA
56,10,1,28,100,50,NA
56,10,2,29,NA,NA,NA
56,10,3,30,NA,NA,NA
56,11,1,31,NA,NA,NA
56,11,2,32,NA,NA,NA
56,11,3,33,NA,NA,NA
56,12,1,34,NA,NA,NA
56,12,2,35,NA,NA,NA
56,12,3,36,NA,NA,NA
56,13,1,37,69,19,NA
56,13,2,38,NA,NA,NA
56,13,3,39,NA,NA,NA
56,14,1,40,44,NA,6
56,14,2,41,89,39,NA
56,14,3,42,NA,NA,NA
56,15,1,43,39,NA,11
56,15,2,44,53,3,NA
56,15,3,45,100,50,NA
56,16,1,46,100,50,NA
56,16,2,47,95,45,NA
56,16,3,48,100,50,NA
56,17,1,49,NA,NA,NA
56,17,2,50,NA,NA,NA
56,17,3,51,NA,NA,NA
56,18,1,52,NA,NA,NA
56,18,2,53,NA,NA,NA
56,18,3,54,NA,NA,NA
56,19,1,55,86,36,NA
56,19,2,56,NA,NA,NA
56,19,3,57,NA,NA,NA
56,20,1,58,NA,NA,NA
56,20,2,59,NA,NA,NA
56,20,3,60,100,50,NA
56,21,1,61,NA,NA,NA
56,21,2,62,86,36,NA
56,21,3,63,28,NA,22
56,22,1,64,NA,NA,NA
56,22,2,65,NA,NA,NA
56,22,3,66,NA,NA,NA
56,23,1,67,77,27,NA
56,23,2,68,89,39,NA
56,23,3,69,NA,NA,NA
56,24,1,70,100,50,NA
56,24,2,71,NA,NA,NA
56,24,3,72,NA,NA,NA
56,25,1,73,NA,NA,NA
56,25,2,74,NA,NA,NA
56,25,3,75,NA,NA,NA
56,26,1,76,NA,NA,NA
56,26,2,77,NA,NA,NA
56,26,3,78,NA,NA,NA
56,27,1,79,NA,NA,NA
56,27,2,80,NA,NA,NA
56,27,3,81,NA,NA,NA
56,28,1,82,NA,NA,NA
56,28,2,83,67,17,NA
56,28,3,84,88,38,NA
